College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Biju Patnaik University of Technology ,Orissa,Science,0.0,0.0,6.2,6.1,6.7,6.4,6.8,4.8,6.1
Sri Sri University ,Orissa,Science,124890.0,124890.0,7.1,7.3,6.7,7,7.3,6.3,8.2
"Khallikote University -[KUB], Berhampur ",Orissa,Science,24700.0,51100.0,8.6,8.6,8.1,8.7,9,8.2,8.7
"D.R. Nayapalli College, Bhubaneswar ",Orissa,Science,0.0,0.0,8.3,7.8,8.5,9,7.5,7.5,9.3
Satwik Institute Of Professional Studies ,Orissa,Science,0.0,0.0,--,--,--,--,--,--,--
Birla Global University ,Orissa,Science,128000.0,0.0,8.3,8.8,8.1,7.8,8.8,8.1,8.4
Centurion University of Technology and Management ,Orissa,Science,50000.0,100000.0,8.1,8.3,7.6,8.5,8.4,7.4,8.5
International Institute of Information Technology ,Orissa,Science,80000.0,0.0,7.7,8,6.9,7.6,7.8,7.7,8.2
Attitude Business School ,Orissa,Science,0.0,0.0,--,--,--,--,--,--,--
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,Science,0.0,0.0,7.8,8,8.3,7.9,7.7,6.7,8.4
Silicon Institute of Technology ,Orissa,Science,270000.0,0.0,7.7,8.5,7,8.1,7.3,7.7,7.5
National Institute of Science and Technology ,Orissa,Science,0.0,0.0,7.9,8.2,7.1,8.1,8.1,7.8,7.9
College of Engineering and Technology ,Orissa,Science,120000.0,48000.0,7.7,8,7.6,7.6,7.1,7.9,8.1
Indian Institute of Technology ,Uttarakhand,Science,21500.0,28500.0,8.4,8.5,7.6,7.9,9,8.6,8.9
Govind Ballabh Pant University of Agriculture and ,Uttarakhand,Science,49108.0,41736.0,7.3,8,7.6,7.4,7.7,6,6.8
Greenway Institute of Management Studies ,Uttarakhand,Science,0.0,0.0,6.1,7,5.5,6.5,6.5,4,7
"Graphic Era University, School of Engineering and ",Uttarakhand,Science,92900.0,0.0,8.2,8.3,7.7,8,8.6,8.8,8
Doon Business School ,Uttarakhand,Science,112000.0,0.0,7.6,8,7,8.1,7.4,7.4,7.7
"College of Technology, GB Pant University of ",Uttarakhand,Science,46056.0,46056.0,7,7.1,6.7,6.9,7.3,6,7.7
University of Petroleum and Energy Studies ,Uttarakhand,Science,336500.0,369500.0,8.1,8.1,7.8,7.9,8.6,7.7,8.2
"Institute of Media Management , Technology & ",Uttarakhand,Science,65000.0,0.0,--,--,--,--,--,--,--
"Bishamber Sahai Degree College, Roorkee ",Uttarakhand,Science,0.0,0.0,--,--,--,--,--,--,--
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Science,75000.0,55000.0,7.7,8.4,6.5,7.9,7.8,6.7,8.6
Forest Research Institute ,Uttarakhand,Science,65100.0,0.0,7.7,8,8,8,7.7,6.8,7.7
Wildlife Institute of India ,Uttarakhand,Science,532800.0,1100000.0,9.1,9.5,9.3,9.1,9,8.6,9.2
"Doon University, Dehradun ",Uttarakhand,Science,41750.0,47750.0,7.2,7.3,7,7.3,7.9,6.3,7.6
Doon Post Graduate College of Agriculture Science ,Uttarakhand,Science,70000.0,70000.0,6.7,7.5,6.4,7.6,7,4.9,6.8
DIT University ,Uttarakhand,Science,80000.0,180000.0,7.8,7.9,7.6,7.6,8.4,7.4,8
"Patanjali University, Haridwar ",Uttarakhand,Science,42000.0,35900.0,8.2,8.4,8.3,8.4,8.4,7.8,8.1
"MotherHood University, Roorkee ",Uttarakhand,Science,62650.0,105000.0,8,8.3,7.9,7.6,8,8,8.3
"Uttaranchal University, Dehradun ",Uttarakhand,Science,90200.0,90200.0,7.5,7.8,6.8,7.7,8.6,6.5,7.5
Graphic Era University ,Uttarakhand,Science,121700.0,106000.0,8.3,8.2,7.9,8.4,8.6,8.1,8.4
Swami Rama Himalayan University ,Uttarakhand,Science,123500.0,105500.0,7,7.1,6.6,6.9,7.4,7.1,6.7
Graphic Era Hill University ,Uttarakhand,Science,126600.0,66390.0,8.1,7.9,7.8,8.1,8.4,7.7,8.4
Shri Guru Ram Rai University ,Uttarakhand,Science,50000.0,74385.0,7.6,7.8,7.1,7.9,7.9,7.3,7.7
"ICFAI University, Dehradun ",Uttarakhand,Science,240000.0,256800.0,7.8,8.2,7.5,8.2,7.4,7.3,7.9
Himgiri Zee University ,Uttarakhand,Science,125000.0,90000.0,7.9,8.5,5.5,9,8,7.7,8.8
UPES Centre for Continuing Education ,Uttarakhand,Science,78500.0,0.0,7.9,8.7,8,8,8,7.3,7.3
Roorkee Institute of Technology ,Uttarakhand,Science,60000.0,0.0,8.5,8.5,8.5,8.6,8.7,8.4,8.5
Roorkee College of Engineering ,Uttarakhand,Science,69200.0,0.0,9.4,9.3,9.2,9.4,9.4,9.3,9.5
Indian Institute of Aeronautical Engineering ,Uttarakhand,Science,300000.0,0.0,8.3,7.5,8.5,8.5,9,8,8
"Loyola College, Chennai ",Tamil nadu,Commerce,12650.0,11580.0,8.6,8.7,8.2,8.3,8.9,8.4,8.8
Madras Christian College ,Tamil nadu,Commerce,6000.0,0.0,8.6,8.5,7.9,8.6,8.7,8.4,9.2
"Stella Maris College, Chennai ",Tamil nadu,Commerce,29645.0,20000.0,8.2,8.8,7.5,8.6,8.4,7.6,8.5
"Ethiraj College for Women, Chennai ",Tamil nadu,Commerce,76000.0,0.0,8.1,8.5,7.3,8.2,7.9,7.9,8.6
Women's Christian College ,Tamil nadu,Commerce,79084.0,1200.0,8.7,9,7.9,8.8,9.1,8.5,8.9
"M.O.P. Vaishnav College for Women, Chennai ",Tamil nadu,Commerce,0.0,0.0,8.5,8.7,8.1,8.7,8.4,8.3,9
"Sri Krishna Arts and Science College, Coimbatore ",Tamil nadu,Commerce,9000.0,0.0,8.5,8.6,7.8,8.6,8.9,8.7,8.5
"Guru Nanak College, Chennai ",Tamil nadu,Commerce,9500.0,11450.0,7.9,8.2,7.1,8,8.4,7.3,8.5
"Sri Ramakrishna College of Arts and Science, ",Tamil nadu,Commerce,62000.0,82000.0,8.2,8.2,7.3,8.7,7.7,8.2,8.8
Dr. SNS Rajalakshmi College of Arts and ,Tamil nadu,Commerce,51000.0,33000.0,8,8.3,7,8,8.3,8.4,7.7
"Presidency College, Chennai ",Tamil nadu,Commerce,1250.0,2215.0,8.2,8.8,7.3,8.9,8.1,7.6,8.6
Vellore Institute of Technology ,Tamil nadu,Commerce,57000.0,0.0,8.3,8.3,8,7.8,8.9,8.5,8.5
"PSG College of Arts and Science, Coimbatore ",Tamil nadu,Commerce,56850.0,10000.0,8.3,8.5,7.9,8.2,8.5,8.2,8.7
"PSGR Krishnammal College for Women, Coimbatore ",Tamil nadu,Commerce,1411.0,0.0,8.8,9.1,8.3,8.6,8.9,8.7,9
"Scott Christian College, Nagercoil ",Tamil nadu,Commerce,0.0,0.0,8.4,8.3,8,8.7,8.8,7.9,8.4
"Government Arts College (Autonomous), Coimbatore ",Tamil nadu,Commerce,1355.0,1135.0,7.7,8.8,6.7,8.5,7.4,6.3,8.6
SRM Institute of Technology ,Tamil nadu,Commerce,135000.0,35000.0,8,8,7.1,7.6,8.7,8.2,8.6
"Thiagarajar College, Madurai ",Tamil nadu,Commerce,44170.0,28995.0,7.5,7.9,7.1,8,7.1,7.2,7.9
"St. Joseph's College, Tiruchirappalli ",Tamil nadu,Commerce,14270.0,9790.0,8.6,9.1,7.9,8.7,9.1,8,8.8
Annamalai University ,Tamil nadu,Commerce,7195.0,10195.0,7.4,8.1,6.7,8,7.9,6.5,7.2
"Queen Mary's College, Chennai ",Tamil nadu,Commerce,1512.0,592.0,7.6,7.9,6.9,8.3,6.8,7.6,8.2
Bishop Heber College ,Tamil nadu,Commerce,79170.0,55140.0,8.3,8.5,7.8,8.2,8.9,8.1,8.4
"Kongunadu Arts and Science College, Coimbatore ",Tamil nadu,Commerce,52000.0,35000.0,7.3,8,6.7,8.3,7.3,6.3,7
"CMS College of Science and Commerce, Coimbatore ",Tamil nadu,Commerce,50000.0,0.0,8.2,8.3,7.4,8.1,8.5,8,8.7
Jamal Mohamed College ,Tamil nadu,Commerce,16200.0,12000.0,8.5,8.8,8.1,8.5,8.6,8.4,8.6
Sri Ramakrishna Mission Vidyalaya College of Arts ,Tamil nadu,Commerce,20000.0,20590.0,8.6,8.8,7.7,8.9,9,8.1,8.9
"SASTRA University, Thanjavur ",Tamil nadu,Commerce,47000.0,54750.0,8.1,8.5,7,8.2,8.3,8.7,8.1
Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Tamil nadu,Commerce,654.0,15915.0,8.5,9,8.3,8.4,8.8,7.9,8.6
"Sathyabama Institute of Science and Technology, Chennai ",Tamil nadu,Commerce,110000.0,0.0,7.8,7.9,8.4,7.6,7.7,8,7.2
Dr. N.G.P. Arts and Science College ,Tamil nadu,Commerce,0.0,0.0,7.6,7.8,7.1,7.5,8.4,7.7,7
"St. Xavier's College, Mumbai ",Maharashtra,Commerce,5537.0,0.0,8.2,8.7,7.3,8.3,8.8,7.6,8.7
"Narsee Monjee College of Commerce and Economics, ",Maharashtra,Commerce,35000.0,32000.0,8.3,8.7,7.5,8.4,8.5,7.8,8.6
"RA Podar College of Commerce and Economics, ",Maharashtra,Commerce,40900.0,12600.0,7.7,8.8,6.8,8.1,7.4,7.1,8.2
"Symbiosis College of Arts and Commerce, Pune ",Maharashtra,Commerce,19100.0,40511.0,8.3,8.8,7.5,8.6,7.7,8.2,8.9
"HR College of Commerce and Economics, Mumbai ",Maharashtra,Commerce,18162.0,14722.0,7.9,8.6,7.2,8.3,6.4,8.5,8.6
K J Somaiya College of Arts & ,Maharashtra,Commerce,9995.0,13230.0,8.1,8.1,8.4,7.8,8.8,7,8.5
"Sydenham College of Commerce & Economics, Mumbai ",Maharashtra,Commerce,5415.0,8165.0,7.8,8.2,7.2,8.1,7.2,7.7,8.4
KPB Hinduja College of Commerce ,Maharashtra,Commerce,14831.0,0.0,7.3,7.7,6.6,8.3,6.8,6.2,8.2
"Mithibai College of Arts, Mumbai ",Maharashtra,Commerce,95000.0,35000.0,8.5,8.5,8.3,8.4,8.9,7.6,9
Brihan Maharashtra College of Commerce ,Maharashtra,Commerce,9750.0,7225.0,8.3,8.8,7.2,8.6,8.6,7.6,8.9
Kishinchand Chellaram College ,Maharashtra,Commerce,9535.0,32920.0,8.3,8.6,7.9,8.5,8.4,7.4,8.7
"Mulund College of Commerce, Mumbai ",Maharashtra,Commerce,18850.0,12365.0,7.7,8.4,6.9,8.6,7.1,7.2,7.9
B.K Birla College Of Arts Science & ,Maharashtra,Commerce,12950.0,11715.0,7.6,8,6.5,8.1,8.1,6.6,8
Kelkar Education Trust's V.G. Vaze College of ,Maharashtra,Commerce,20366.0,16552.0,8.4,8.9,7.8,8.7,8.7,7.7,8.7
"St. Mira's College for Girls, Pune ",Maharashtra,Commerce,19350.0,4000.0,6.9,7.2,6.1,8.3,6.8,5.6,7.2
IIT Bombay ,Maharashtra,Commerce,73000.0,0.0,8.9,9.3,7.9,8.7,8.9,9.1,9.2
D.G. Ruparel College of Arts Science and ,Maharashtra,Commerce,5805.0,0.0,7.9,8.3,7.5,8.1,8.6,6.8,8.2
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Commerce,0.0,0.0,7.9,8.4,7,8,8.4,6.6,8.9
Savitribai Phule Pune University ,Maharashtra,Commerce,0.0,0.0,7.6,8.1,7.1,7.9,7.9,6.8,7.5
Jai Hind College ,Maharashtra,Commerce,5330.0,14947.0,8.5,8.5,8.3,8.5,8.4,7.8,9.2
"Sophia College for Women, Mumbai ",Maharashtra,Commerce,0.0,0.0,8.6,9.1,8.4,9.1,9.5,6.6,9
Narsee Monjee Institute of Management Studies ,Maharashtra,Commerce,202000.0,0.0,8.1,8.4,7.6,8.5,8.1,7.9,8.2
St Andrew's College of Arts Science and ,Maharashtra,Commerce,19087.0,16125.0,8.2,8.4,7.2,8.3,8.6,7.6,8.8
Modern College of Arts Science and Commerce ,Maharashtra,Commerce,0.0,0.0,7.5,8,6.6,8.3,7.3,6.9,7.6
Mumbai University ,Maharashtra,Commerce,3680.0,21720.0,7.2,7.6,6.5,7.9,7.4,6.6,7
"Bharati Vidyapeeth New Law College -[NLC], Pune ",Maharashtra,Commerce,0.0,0.0,7.1,7.9,6.1,8,6.4,6.5,7.4
Prin. L. N. Welingkar Institute of Management ,Maharashtra,Commerce,12300.0,0.0,8,8.4,7.4,8.4,8.2,7.8,7.9
National Institute of Management ,Maharashtra,Commerce,45700.0,40700.0,10,--,--,--,--,--,--
"Wilson College, Mumbai ",Maharashtra,Commerce,4170.0,0.0,7.4,7.7,6.7,7.9,7.7,6.1,8.3
"Elphinstone College, Mumbai ",Maharashtra,Commerce,3995.0,0.0,7.5,8.1,6.8,7.9,7.9,6.5,8
Banaras Hindu University ,Uttar pradesh,Commerce,3420.0,3900.0,8.3,8.7,8.1,8.4,8.8,7.2,8.6
Aligarh Muslim University ,Uttar pradesh,Commerce,9285.0,84845.0,8.3,8.8,7.9,8.5,8.8,7.2,8.6
"Amity University, Noida ",Uttar pradesh,Commerce,110000.0,120000.0,8.2,8,7.9,8.1,8.9,7.6,8.7
"Amity University, Lucknow ",Uttar pradesh,Commerce,84000.0,130000.0,8.1,8,7.6,8.1,8.8,7.1,8.8
"Lloyd Law College, Greater Noida ",Uttar pradesh,Commerce,0.0,0.0,7.5,8.5,7.2,7.8,7.8,7.1,6.8
Chaudhary Charan Singh University ,Uttar pradesh,Commerce,26500.0,1366.0,6.4,6.6,6.1,7.3,6.6,4.9,6.6
"National Post Graduate College, Lucknow ",Uttar pradesh,Commerce,25000.0,25500.0,7.6,8.6,7.4,8.5,7.6,6.8,6.7
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Commerce,52000.0,42000.0,7.2,7.6,6.6,7.5,7.5,6,7.9
"IIMT College of Management, Greater Noida ",Uttar pradesh,Commerce,59500.0,0.0,8.4,8.7,8.1,9,8.3,7.7,8.4
"INMANTEC Institutions, Ghaziabad ",Uttar pradesh,Commerce,30000.0,0.0,8.6,9.1,7.9,9.2,8.6,8.2,8.7
Ewing Christian College ,Uttar pradesh,Commerce,35000.0,0.0,7,8.2,5.7,7.9,7.5,5.1,7.8
Teerthanker Mahaveer University ,Uttar pradesh,Commerce,79900.0,0.0,8.1,8.3,7.6,8.2,8.7,7.3,8.3
"Presidency College of Education and Technology, Meerut ",Uttar pradesh,Commerce,0.0,0.0,--,--,--,--,--,--,--
"Mewar Institute of Management, Ghaziabad ",Uttar pradesh,Commerce,30000.0,0.0,7.9,8.3,6.6,8.7,7.9,8.3,7.7
Rajiv Academy for Technology and Management ,Uttar pradesh,Commerce,50000.0,0.0,8.6,9.4,8.1,9,8.1,8.5,8.5
Mangalayatan University ,Uttar pradesh,Commerce,90000.0,25000.0,7.9,7.8,7.8,8.2,8.4,7.1,8.1
Modern College of Professional Studies ,Uttar pradesh,Commerce,15000.0,0.0,7.8,8.3,7.5,7.6,7.3,7.8,8
Shri Ram Murti Smarak International Business School ,Uttar pradesh,Commerce,25500.0,0.0,9.5,9.5,9.6,9.4,9.6,9.4,9.2
"Mangalayatan University, Institute of Business Management ",Uttar pradesh,Commerce,25000.0,90000.0,8.1,9,7.7,8.3,8.3,7.8,7.7
DAV College ,Uttar pradesh,Commerce,4500.0,0.0,6.7,7.5,5.6,7.3,7,5.8,7.1
"Shobhit University, School of Business Studies, Meerut ",Uttar pradesh,Commerce,46200.0,46200.0,9.2,9.3,9,9.3,9.3,9.3,--
Teerthanker Mahaveer Institute of Management and Technology ,Uttar pradesh,Commerce,87700.0,0.0,8,8.1,7.8,8,8.3,7.5,8.3
Isabella Thoburn Degree College ,Uttar pradesh,Commerce,0.0,0.0,7.7,8.5,7.2,8.4,7.8,5.9,8.2
Institute of Business Management ,Uttar pradesh,Commerce,135000.0,517000.0,8.5,8.7,8.4,8.6,8.7,8.3,8.2
"Sharda University, School of Business Studies ",Uttar pradesh,Commerce,169950.0,103000.0,8.8,8.4,8,9.5,8.6,8.2,9.8
"Udai Pratap College, Varanasi ",Uttar pradesh,Commerce,3882.0,4661.0,7.4,8.1,6.6,8.8,7.3,6.6,7
"Central Women's College of Education-[CWCE], Lucknow ",Uttar pradesh,Commerce,0.0,0.0,--,--,--,--,--,--,--
"R.B.D. Mahila Mahavidyalaya, Bijnor ",Uttar pradesh,Commerce,0.0,0.0,--,--,--,--,--,--,--
"Mahila Vidyalaya PG College, Lucknow ",Uttar pradesh,Commerce,5717.0,0.0,6.7,--,--,8,--,3,9
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Commerce,53000.0,1317.0,7.1,7.2,6.6,7.5,8,5.8,7.7
Shri Ram College of Commerce ,Delhi ncr,Commerce,15000.0,29400.0,8.8,9.1,7.7,9.1,8.9,8.9,9.1
Lady Shri Ram College for Women ,Delhi ncr,Commerce,19870.0,0.0,8.5,8.8,7.9,8.6,8.6,8,8.9
"Hindu College, New Delhi ",Delhi ncr,Commerce,18260.0,18310.0,8.4,8.8,7.9,8.7,8.5,7.6,9
Hansraj College ,Delhi ncr,Commerce,20945.0,17034.0,8.4,8.7,7.9,8.7,8.5,7.8,8.9
"Sri Venkateswara College, New Delhi ",Delhi ncr,Commerce,12405.0,0.0,8.3,8.7,7.8,8.5,8.2,7.9,8.8
"Gargi College, New Delhi ",Delhi ncr,Commerce,12495.0,0.0,8.2,8.5,7.2,8.6,8,7.8,9
Kirori Mal College ,Delhi ncr,Commerce,13745.0,0.0,8.2,8.7,7.6,8.6,7.9,7.3,8.9
Indraprastha College for Women ,Delhi ncr,Commerce,28100.0,0.0,8,8.8,7.6,8.2,8.8,7.1,7.5
Jesus and Mary College ,Delhi ncr,Commerce,16610.0,0.0,7.9,8.6,6.9,8.1,8.5,7.1,8.4
"Miranda House, New Delhi ",Delhi ncr,Commerce,3000.0,0.0,8.6,9.1,8.5,8.5,9.3,7.1,8.9
Atma Ram Sanatan Dharma College ,Delhi ncr,Commerce,12185.0,11771.0,7.8,8.4,6.7,8.4,8,6.8,8.7
"Deen Dayal Upadhyaya College, New Delhi ",Delhi ncr,Commerce,18745.0,0.0,7.9,8.4,7.4,8.3,8.4,6.5,8.2
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Commerce,7200.0,7200.0,8,8.4,7.6,8.3,8.4,7.2,8.2
"Kasturi Ram College of Higher Education, New ",Delhi ncr,Commerce,55500.0,0.0,7.1,7.6,5.6,8.3,6.9,6.4,7.5
Sri Guru Tegh Bahadur Khalsa College ,Delhi ncr,Commerce,26965.0,18954.0,7.8,8.2,7.2,8.2,8.1,6.8,8.3
"Jamia Hamdard University, New Delhi ",Delhi ncr,Commerce,125000.0,0.0,7.5,8.1,7.3,7.8,8.1,6.5,7.4
Acharya Narendra Dev College ,Delhi ncr,Commerce,7965.0,0.0,7.8,8.9,6.5,8.7,7.3,7.1,8.1
Guru Gobind Singh Indraprastha University ,Delhi ncr,Commerce,83800.0,0.0,7.8,8.1,7.5,8,8.1,6.9,8.1
Delhi University ,Delhi ncr,Commerce,5140.0,0.0,7.9,8.4,7.4,8.4,7.9,7.2,8.3
Daulat Ram College ,Delhi ncr,Commerce,16890.0,0.0,7.9,8.4,7.4,8.5,7.5,7.2,8.4
"Maitreyi College, New Delhi ",Delhi ncr,Commerce,6980.0,0.0,7.8,8.3,6.8,8.3,8,6.8,8.3
"Ramjas College, New Delhi ",Delhi ncr,Commerce,14495.0,14284.0,7.9,8.4,7.1,8.4,7.9,7,8.5
Shyam Lal College ,Delhi ncr,Commerce,15800.0,0.0,7.3,8.1,6.2,8,7.5,6.1,7.9
Maharshi Dayanand University ,Delhi ncr,Commerce,3984.0,3192.0,7.8,8,7.7,8,8.4,6.6,8
Delhi College of Arts and Commerce ,Delhi ncr,Commerce,8495.0,0.0,7.9,8.3,7.3,8.2,7.1,7.9,8.8
"Shivaji College, New Delhi ",Delhi ncr,Commerce,19850.0,0.0,7.8,8.2,6.8,8.3,8.1,6.8,8.3
Maharaja Agrasen College ,Delhi ncr,Commerce,12000.0,0.0,7.7,8.2,6.7,8.1,8.7,6.5,7.9
"Amity University, Noida ",Delhi ncr,Commerce,110000.0,120000.0,8.2,8,7.9,8.1,8.9,7.6,8.7
"Department of Commerce, University of Delhi, New ",Delhi ncr,Commerce,4001.0,3685.0,8.4,8.3,8.5,8.9,8.2,8.3,8
"Lloyd Law College, Greater Noida ",Delhi ncr,Commerce,0.0,0.0,7.5,8.5,7.2,7.8,7.8,7.1,6.8
Andhra Loyola College ,Andhra pradesh,Commerce,0.0,0.0,8,8.5,7.4,8.5,8.6,7,8.2
K L University ,Andhra pradesh,Commerce,185000.0,90000.0,8.3,8.5,7.6,8.3,8.8,8.3,8.2
Sri Venkateswara University ,Andhra pradesh,Commerce,8510.0,9900.0,8.1,7.9,8.3,8.2,7.9,7.7,8.4
GITAM Institute of Management ,Andhra pradesh,Commerce,140000.0,80000.0,8.5,8.6,7.3,8.8,9.2,8.4,8.7
Acharya Nagarjuna University ,Andhra pradesh,Commerce,4665.0,11750.0,7.3,7.7,7,7.2,8,5.7,8.2
"Silver Jubilee Government Degree College, Kurnool ",Andhra pradesh,Commerce,5291.0,0.0,7.7,8.3,6.1,9,7.7,7.1,7.9
"TSR and TBK Degree and PG College, ",Andhra pradesh,Commerce,22500.0,0.0,7.7,8.3,6,8.8,8,6.8,8.5
"Dr. Lankapalli Bullayya College, Visakhapatnam ",Andhra pradesh,Commerce,0.0,0.0,8.2,8.7,7.5,8.6,9,6.8,8.3
PVKN Govt Degree College ,Andhra pradesh,Commerce,8555.0,0.0,8.9,9.7,7.7,9,8.7,8.3,9.7
Centurion University of Technology and Management ,Andhra pradesh,Commerce,80000.0,0.0,7.8,8,7.2,8.3,7.6,7.4,8.3
VIT University ,Andhra pradesh,Commerce,153000.0,0.0,8.2,8.3,7.9,8.3,8.1,8.4,8.1
"SRM University, Amaravathi ",Andhra pradesh,Commerce,16000.0,0.0,8.7,8.7,8.1,9.2,9.2,8.4,8.4
"Andhra University, College of Science & Technology, ",Andhra pradesh,Commerce,0.0,0.0,8,8.6,6.4,8.8,8.3,7.1,8.7
Siddartha Educational Academy Group of Institutions ,Andhra pradesh,Commerce,0.0,0.0,6.2,6.3,4.6,6.9,7.6,5.3,6.4
VIT-AP School of Business ,Andhra pradesh,Commerce,153000.0,0.0,8.1,8.8,8.3,8.3,7.8,7.8,7.8
Emeralds Degree and PG College ,Andhra pradesh,Commerce,25000.0,0.0,8.6,9.3,8.3,8.6,9.5,7,8.6
"AGL Degree and PG College, Visakhapatnam ",Andhra pradesh,Commerce,0.0,0.0,7.4,7.5,6,9,8,6,8
"Adoni Arts and Science College, Adoni ",Andhra pradesh,Commerce,0.0,0.0,8.2,8.5,7.3,8.5,8.3,7.8,8.7
A.G & S.G Siddhartha Degree College of ,Andhra pradesh,Commerce,3714.0,15500.0,8.5,8.9,7.6,8.9,8.4,8.4,8.8
Akkineni Nageswara Rao College ,Andhra pradesh,Commerce,3315.0,9210.0,8.6,9,9,8.3,--,--,--
"Andhra Muslim College of Arts and Science, ",Andhra pradesh,Commerce,0.0,0.0,--,--,--,--,--,--,--
"Annabattuni Satyanarayana Degree College, Guntur ",Andhra pradesh,Commerce,0.0,0.0,6.9,7.7,6,8,6.3,8.3,5
"Besant Theosophical College, Madanapalle ",Andhra pradesh,Commerce,6000.0,20000.0,8.3,8.5,8.5,8.5,8,8,8.5
Ch S D St Theresa's Atonomous College ,Andhra pradesh,Commerce,12000.0,0.0,--,--,--,--,--,--,--
Dantuluri Narayana Raju college ,Andhra pradesh,Commerce,2800.0,4096.0,8.5,8.5,8.3,8.7,9.2,6.7,9.3
Duvvuru Ramanamma Women’s College ,Andhra pradesh,Commerce,15000.0,0.0,--,--,--,--,--,--,--
Dharma Apparao College ,Andhra pradesh,Commerce,0.0,0.0,--,--,--,--,--,--,--
"Dodla Kousalyamma Government College for Women, Nellore ",Andhra pradesh,Commerce,4840.0,0.0,--,--,--,--,--,--,--
Government Degree College (Men) ,Andhra pradesh,Commerce,0.0,0.0,7.8,8.5,5.5,--,--,--,--
"Christ University, Bangalore ",Karnataka,Commerce,245000.0,30000.0,8.3,8.5,7.4,8.2,8.9,8.1,8.8
St. Joseph's College of Commerce ,Karnataka,Commerce,138500.0,81600.0,8.3,8.8,7,8.5,7.8,8.5,8.9
Mount Carmel College ,Karnataka,Commerce,0.0,0.0,8.3,8.3,7.8,8.2,8.3,7.9,9.1
Kristu Jayanti College ,Karnataka,Commerce,70000.0,80000.0,8.4,8.9,7.7,8.4,8.9,8.1,8.5
"NMKRV College for Women, Bangalore ",Karnataka,Commerce,150000.0,150000.0,7.9,7.9,7.3,8.4,8.1,6.9,8.7
Manipal Academy of Higher Education ,Karnataka,Commerce,164000.0,59000.0,8.4,8.5,8.2,8.6,8.8,7.8,8.4
St Joseph's College ,Karnataka,Commerce,70450.0,78500.0,8.1,8.4,7.3,8.4,8.3,7.6,8.6
"St. Aloysius College, Mangalore ",Karnataka,Commerce,77950.0,68455.0,7.9,8.4,7.1,8.1,8.3,7.1,8.6
T. A. Pai Management Institute ,Karnataka,Commerce,755000.0,0.0,8.5,8.5,8.4,8.8,8.6,8.7,7.8
"Alliance University, Bangalore ",Karnataka,Commerce,600000.0,0.0,8,8.2,7.2,8.2,8.8,7.6,8
Jyoti Nivas College ,Karnataka,Commerce,30000.0,80000.0,7.8,8.2,7.4,8.3,7.7,7,8.4
"The National Degree College, Bangalore ",Karnataka,Commerce,0.0,0.0,7.3,8.3,6.3,8.5,7.2,6.9,6.8
"MES College of Arts, Commerce & Science, ",Karnataka,Commerce,21018.0,0.0,7.3,8,6.2,8,6.5,6.6,8.2
"Seshadripuram College, Bangalore ",Karnataka,Commerce,36000.0,36000.0,8.1,8.5,7.3,8.4,7.9,8,8.5
St George College of Management Science and ,Karnataka,Commerce,335000.0,0.0,6.4,7.5,5.5,8,6,5,6.3
Administrative Management College ,Karnataka,Commerce,45000.0,0.0,5.5,5.6,4.9,5.3,6.9,4.4,5.7
"Sri Bhagawan Mahaveer Jain College (Evening), V ",Karnataka,Commerce,48500.0,0.0,7.4,7.6,6.5,7.8,7.1,7.2,8.2
"Ramaiah College of Arts, Science and Commerce ",Karnataka,Commerce,0.0,0.0,7.9,8.1,7.9,8,8.3,7,8.3
SDM Institute for Management Development ,Karnataka,Commerce,590000.0,0.0,8.6,8.6,8.9,8.4,9.3,7.6,8.6
"AIMS Institutes, Bangalore ",Karnataka,Commerce,149000.0,169000.0,7.3,7.8,6.6,8.1,6.5,7.2,7.3
International School of Business and Research ,Karnataka,Commerce,100000.0,0.0,7.7,7.9,7.3,8,7.5,7.5,8.2
PES University ,Karnataka,Commerce,81050.0,80000.0,8,8.5,7.7,8.1,8.1,8.1,7.6
"The Oxford College of Business Management, Bangalore ",Karnataka,Commerce,50000.0,70000.0,6.6,7,6.2,7.8,7,5.8,5.9
Indian Academy Group of Institutions ,Karnataka,Commerce,235000.0,188500.0,7.9,8.6,7.6,8.5,7.5,7.8,7.6
T John College ,Karnataka,Commerce,86700.0,72700.0,8,8.1,7.8,8.1,8.5,7.6,7.8
"Presidency College, Bangalore ",Karnataka,Commerce,130000.0,100000.0,7.8,8.4,6.8,8.5,7.7,7.5,7.7
"BLDE Association's AS Patil College of Commerce, ",Karnataka,Commerce,0.0,0.0,7.6,7.5,5.5,9,8,7,8.7
T John Institute of Management and Science ,Karnataka,Commerce,86000.0,72000.0,8.1,8.5,7.5,8.5,8,7.8,8.3
"Surana College, Bangalore ",Karnataka,Commerce,64500.0,0.0,7.8,8.2,6.7,8.3,7.8,7.3,8.2
